query,is_destination,search_pv,top1_prod_nm,top1_prod_mid,top1_profit,top1_ctr,top2_prod_nm,top2_prod_mid,top2_profit,top2_ctr
武界,False,172,南投武界一日遊｜武界滿江紅＆奧萬大＆曲冰遺址｜台中出發,105417,40,50.6,,,,
消失的,False,172,消失的法老 古夫金字塔 VR 沉浸體驗,549777,12,64.52,,,,
airporter,False,172,關西國際機場 ( KIX ) ・大阪・京都市區旅館 / 行李配送・Airporter 手提行李當天配送服務 ( 大阪・京都・行李配送服務 ),145963,12,35.87,日本東京｜行李當日配送服務｜東京都內飯店—羽田機場・成田機場・飯店・東京車站｜空手觀光,115284,8,49.3
肉屋台所,False,171,東京·澀谷 | 居酒屋和牛烤肉自助餐（自助餐和牛烤肉 Butcher's Kitchen 澀谷道玄坂店）|僅座位預定,198284,3,11.43,東京上野、禦徒町、湯島| 居酒屋和牛烤肉自助餐 肉屋之廚房上野公園前店 |僅座位預訂,277417,1,17.54
香格里拉,False,170,【國旅卡適用】台北遠東香格里拉大飯店｜遠東 CAFÉ｜自助餐,23507,7,20.69,,,,
酷航,False,170,限量優惠・桃園出發｜日本東京 5 天 & 6天計劃機票｜酷航・含行李,135223,46,31.48,酷航・桃園仁川｜首爾 5天計畫機票｜1 人成行・含行李,154003,3,27.45
大涌谷,False,170,【贈送纜車票】富士山&箱根一日遊｜蘆之湖水上鳥居&箱根神社&箱根海賊船（可選乘坐）&大涌谷&山中湖&忍野八海,150923,24,42.86,,,,
凱達,False,170,台北凱達大飯店｜百宴自助餐廳｜自助餐,23787,22,59.49,,,,
王權,False,170,曼谷王權 Mahanakhon SkyWalk 觀景台 ＆ 王權 Skyverse 門票,20739,10,79.31,,,,
自由女神,False,170,【自助旅行必備】紐約市探險旅遊卡（3、5、7、10 個景點任你選）,3866,136,9.52,紐約半日遊 | 自由女神像＆埃利斯島＆登島遊船 | 含專業導遊服務,123878,60,36.84
世界古文明,False,170,世界古文明 沉浸體驗展 ｜高雄站,580093,5,69.74,,,,
走馬瀨,False,169,台南走馬瀨農場門票,116709,34,84.15,,,,
Let’s relax,False,169,曼谷｜Let's Relax 按摩體驗憑證,9024,7,65.71,【泰國清邁泰式按摩】Let's Relax Spa按摩開放日期憑證,20160,6,27.78
Wowp,False,169,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,2,82.35,[Stray Kids] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530830,1,0.0
虎井,False,169,澎湖跳島｜七美＆望安＆虎井桶盤雙島跳島｜指定新船不加價｜南海遊客中心出發,116004,38,60.32,,,,
Copper,False,169,曼谷 Gaysorn Amarin 的 Copper Beyond 自助餐體驗 |泰國,165518,55,75.93,,,,
紐澳,False,169,【南半球旅遊必備 50% OFF】紐澳通用 eSIM｜支援多款 AI 應用｜指定方案含通話,135903,7,33.33,,,,
coex,False,168,SEA LIFE COEX 首爾水族館門票,14947,8,62.16,,,,
天橋立伊根,False,168,丹後天橋立伊根自由通行套票（京都府伊根町）｜最高優惠100日圓,125463,5,23.81,,,,
慕田峪長城,False,167,【萬里長城慕田峪獨秀】北京慕田峪長城一日遊+中文/英語導遊,155838,14,28.57,,,,
中部,False,167,日本中部國際機場 NGO ⇆ 名古屋站｜名鐵機場特急列車 電子車票,20418,1,0.0,,,,
SKYLINER,False,167,【機場市區交通】京成 Skyliner（單程）,7913,111,83.2,,,,
奧入瀨,False,167,【青森一日遊】特色景點組合 奧入瀨溪流、十和田湖、八甲田山、八戶、高山稻荷神社（青森出發）,182130,18,41.67,,,,
樂天世界塔,False,166,首爾樂天世界塔觀景台 Seoul Sky 門票,19685,42,78.08,,,,
美景宮,False,166,奧地利維也納 | 美景宮 Belvedere Palace 門票,150764,12,61.11,,,,
探索,False,166,【暑期兒童免費】麗星郵輪 探索星號 Star Navigator ｜2026航次-東北亞航程-基隆港出發,165534,121,14.29,,,,
資生堂島,False,166,菲律賓宿霧 | 麥克坦島跳島之旅,5038,42,64.58,,,,
遠雄海洋,False,165,花蓮遠雄海洋公園門票,107922,21,76.67,,,,
三隻,False,165,嘉義 |三隻小豬觀光農場門票,116083,2,93.75,,,,
中港澳 sim,False,165,【4折優惠】中港澳、港澳SIM卡｜5G訊號 免翻牆 1~30 天每日流量上網 SIM 卡｜台灣寄送,166984,3,53.33,,,,
暹羅,False,165,曼谷｜暹羅驚奇樂園 Siam Amazing Park 門票,2749,61,20.0,泰國曼谷三頭象神博物館＆暹羅古城 76 府套票,11875,9,21.43
合掌屋,False,164,【1人成團】日本白川鄉合掌村一日遊｜可選直達展望台＋飛驒高山老街巡禮｜名古屋出發,526215,38,34.62,,,,
九寨沟,False,164,四川成都九寨溝景區直通車 （成都出發）,561635,1,7.69,,,,
琵琶湖纜車,False,164,琵琶湖谷設施使用票（來回纜車、無限次搭乘纜車、琵琶湖露台票）預售票 | 滋賀縣大津市,138724,26,77.14,,,,
小港,False,164,高雄小港機場巴士【台灣好行 111 路線】小港機場（KHH）— 台南市區,144365,1,23.81,,,,
天守閣,False,164,日本大阪城天守閣門票 Osaka Castle,155057,8,59.62,大阪周遊卡一日券・二日券 OSAKA AMAZING PASS 電子票,12156,8,6.45
冰川,False,163,紐西蘭庫克山塔斯曼冰川探險半日遊 | 觀光直升機＆徒步健行,24814,338,18.18,,,,
秋芳洞,False,162,北九州山口 秋芳洞一日遊｜秋芳洞・和布劊停車區・元乃隅稲成神社・角島大橋｜博多出發,175895,61,45.78,,,,
張保,False,162,香港｜維多利亞港晚間航遊、「幻彩詠香江」航遊｜「張保仔」號 Aqua Luna,22886,42,80.95,,,,
皇后鎮森林,False,162,新北露營｜金山皇后鎮森林｜風車 House 包套式露營車,30030,5,45.0,,,,
古宇利海洋塔,False,162,日本沖繩古宇利島古宇利海洋塔門票,573416,5,68.29,,,,
let's relax,False,161,曼谷｜Let's Relax 按摩體驗憑證,9024,5,44.44,,,,
秀泰,False,161,即買即用｜台中文心秀泰｜湯姆貝貝親子樂園門票｜三小時暢玩,262033,3,6.25,,,,
kidzania,False,161,KidZania 福岡門票,279416,13,22.58,日本東京｜KidZania 門票｜親子職業體驗,279246,7,23.08
哈比,False,160,苗栗哈比丘茶樹森林門票,267865,4,12.5,,,,
蒸宮,False,160,台南汗蒸幕｜蒸宮 Korea Spa,115795,10,58.33,,,,
蠟筆,False,160,日本兵庫淡路島二次元之森蠟筆小新冒險樂園門票,129703,10,2.5,,,,
綠舞,False,159,宜蘭｜綠舞國際觀光飯店｜住宿券,131577,18,37.84,宜蘭綠舞日式主題園區門票,35648,9,50.94
老爺酒店,False,159,【國旅卡適用】台北老爺酒店｜Le Café 咖啡廳｜自助餐,34785,3,45.0,,,,
內灣,False,159,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,19,0.0,桃園國際機場接送服務｜接機含舉牌服務,1781,2,0.0
SKT,False,159,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,15,28.57,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,5,39.13
塗鴉,False,158,【韓國人氣表演】首爾｜塗鴉秀 Painters 門票 (光化門專用館),11905,8,66.67,,,,
Iride,False,158,台北 i-Ride TAIPEI 飛行劇院體驗門票,28750,10,72.41,高雄 i-Ride KAOHSIUNG 飛行劇院體驗門票,29872,2,47.5
Swiss,False,158,瑞士旅行通行證 Swiss Travel Pass,2524,617,78.95,,,,
Okinawa,False,158,沖繩 Fun Pass｜美麗海水族館＋任選組合優惠套票｜Okinawa FunPass,285076,14,55.0,,,,
人力車,False,157,日本・東京｜江戶・淺草雷門・晴空塔｜人力車體驗,1951,19,18.52,,,,
Osaka,False,157,京都伊根天橋立經典一日遊｜伊根舟屋・INE CAFE・伊根灣遊船・智恩寺・迴旋橋｜可加購景點門票・中英文雙語導遊,269936,10,0.0,日本環球影城門票 & 快速通關券 USJ,18618,2,5.0
水里,False,157,水里蛇窯陶藝文化園區門票,264989,5,60.0,,,,
滿月圓,False,157,新北三峽滿月圓國家森林遊樂區門票,100554,7,70.18,,,,
馬戲團,False,156,台中后里｜天馬幻夢大馬戲門票,174276,17,76.92,,,,
圓潤,False,156,圓潤的魔法 波特羅特展 門票,579180,11,78.33,,,,
哈比村,False,155,魔戒哈比村、懷托摩藍光螢火蟲洞中文團拼車一日遊 | 奧克蘭出發,165791,164,24.56,,,,
MSC,False,154,【移航優惠價】MSC Bellissima 地中海郵輪 榮耀號｜06/09東京登船  2027/06/20 仁川登船  單程移航航次,267920,295,26.09,【郵輪岸上觀光一日遊】日本鹿兒島一日遊｜仙巖園/櫻島/指宿 MSC Bellissima 地中海郵輪榮耀號｜Coata Serena 歌詩達郵輪莎倫號｜中文導遊,268467,26,4.76
168,False,154,168 motel 汽車旅館．休息券（桃園館/中壢館/新竹館）,122460,7,50.0,,,,
安妮之家,False,154,安妮法蘭克徒步之旅,170187,15,42.86,,,,
抱川,False,154,【首爾出發&10小時包車】抱川/東豆川一日遊｜山井湖小鴨船/雪橇｜日本村｜傳統酒博物館｜草莓體驗｜香草島,560464,43,12.5,,,,
自行車,False,154,【KKday獨家】台中自行車文化探索館 Cycling Culture Museum,130674,3,41.18,,,,
八達通卡,False,153,【香港必備交通票券】香港八達通卡 - 含HKD50餘額｜桃園、高雄小港機場領取 / 台灣寄送,149524,15,35.71,香港旅客八達通卡(升級版) - 含HKD50餘額｜香港機場領取｜暢遊港澳&大灣區,8962,2,53.93
羊蹄山,False,152,【期間限定】北海道｜洞爺湖花火大會一日遊｜洞爺湖煙火大會&昭和新山&Lake Hill Farm（札幌出發）,171435,50,26.92,,,,
Skybus,False,152,澳洲墨爾本機場 MEL 至墨爾本市區 | SkyBus Express 機場巴士客運,130864,57,72.55,,,,
Ookini,False,152,Ookini和服•清水寺店｜日本京都和服浴衣租借體驗｜髮型免費、攝影專業｜店員親切、飾品漂亮不加價、可跨店還件,574785,40,51.02,日本京都｜ookini和服伏見稻荷店｜和服浴衣租借體驗｜專業攝影、髮型免費｜店員親切、飾品漂亮不加價、可跨店還件,574768,5,22.22
JRPASS,False,152,JR PASS 東日本鐵路周遊券,6681,31,17.31,九州JR PASS 北九州/南九州/全九州鐵路周遊券,3494,21,30.0
junglia,False,151,日本沖繩｜叢麗亞樂園門票 JUNGLIA OKINAWA,265423,62,66.22,,,,
藍色公路,False,151,台北新北｜藍色公路微旅行｜淡水遊河．夕陽航班．夜航航班｜大稻埕 / 忠孝碼頭出發,100759,4,53.57,,,,
芭提雅,False,151,【泰國】機場包車接送 | 廊曼/素萬那普機場 ↔ 曼谷市區/巴吞他尼府/芭達雅/考艾/華欣/七岩/大城府/羅勇府/北碧府,134096,25,21.43,曼谷和芭達雅私人接送|泰國,137295,7,20.0
君悅,False,151,台北君悅酒店｜凱菲屋｜自助餐,156067,5,38.89,,,,
米佛,False,151,【紐西蘭南島必遊景點】Go Orange 米佛峽灣觀光遊船,28867,70,20.0,,,,
廣域,False,150,【日本 JR PASS】關西廣域鐵路周遊券（韓國、馬來西亞、越南、菲律賓郵寄）,20317,15,61.76,JR 東京廣域周遊券,158964,2,41.03
芭達,False,150,泰國芭達雅老虎園門票,132684,3,50.0,,,,
頤和園,False,150,北京頤和園門票,270627,9,62.79,北京 | 慕田峪長城・頤和園一日遊 | 景區專線+贈擺渡+深度講解+一天打卡2大精華景點 | 專屬景區餐廳85折扣,561757,3,4.55
雪牆,False,150,黑部立山三日遊｜立山黑部阿爾卑斯山路線雪牆＆上高地＆白川鄉合掌村＆高山&金澤兼六園｜名古屋出發（含立山黑部六種交通工具票券）,158778,112,39.62,,,,
螃蟹,False,150,【KKday獨家】日本北海道｜JAPANESE BUFFET DINING 伝－螃蟹餐廳訂位｜三大螃蟹吃到飽・創作料理自助餐・燒肉／涮涮鍋吃到飽,154146,27,27.27,北海道螃蟹料理｜蟹本家（札幌かに本家）｜札幌站前本店,142001,14,33.33
Kt,False,150,【5折】韓國 eSIM 卡｜每日、總量、吃到飽不降速方案 ｜SKT電信｜部分商品含韓國當地號碼、均支援ChatGPT,268527,8,0.0,,,,
teamLab,False,149,東京豐洲新型態美術館門票 teamLab Planets TOKYO,22396,12,33.85,,,,
員貝,False,149,澎湖東海｜員貝耍廢島一日遊｜岐頭碼頭出發,269818,167,76.19,,,,
貢多拉,False,149,威尼斯貢多拉之旅體驗 |義大利,7956,13,39.29,,,,
奧萬大,False,148,南投武界一日遊｜武界滿江紅＆奧萬大＆曲冰遺址｜台中出發,105417,16,22.41,南投奧萬大國家森林遊樂區門票,100569,3,43.86
珍珠,False,148,【越南】富國島珍珠遊樂園門票｜可加選珍珠野生動物園門票 & 泰迪熊博物館門票,100869,14,36.0,【沖繩，恩納村】體驗沖繩熱門話題－珍珠提取～【體驗方案】（體驗時間5分鐘）,550320,3,50.0
清津峽,False,148,日本新潟｜清津峽鏡池 接駁巴士搭乘券＆清津峽溪谷入場券,146035,2,42.86,,,,
官網,False,148,日本環球影城門票 & 快速通關券 USJ,18618,11,0.0,,,,
環球影城快速,False,147,日本環球影城門票 & 快速通關券 USJ,18618,28,86.96,,,,
車票,False,147,關西機場特快 HARUKA 車票,18940,3,5.0,大阪關西機場 KIX 南海電鐵機場快線 Rapi:t 電子車票,19691,1,6.67
米爾福德峽灣,False,147,米爾福德峽灣遊船與巴士一日遊｜皇后鎮或蒂阿瑙出發｜紐西蘭,265849,80,38.89,,,,
藝人,False,147,首爾｜景福宮藝人韓服韓服租借,142515,4,93.75,,,,
team lab,False,147,東京豐洲新型態美術館門票 teamLab Planets TOKYO,22396,26,33.93,,,,
米拉之家,False,147,高第 3 大建築導覽｜亞洲語系導覽｜巴塞隆納,142003,157,17.65,米拉之家 - 米拉之家門票 |巴塞隆納,129595,3,58.18
追風奇幻,False,146,追風奇幻島門票,569514,9,77.08,,,,
AIS,False,146,泰國eSIM卡｜5G 7天15GB/10天30GB高速總量無限｜AIS電信(需實名登錄）,156018,12,60.0,泰國SIM卡｜台灣寄送｜AIS TRUE漫遊資源 吃到飽 / 每日方案,143000,2,30.43
森林,False,146,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,9,20.0,,,,
竹富島,False,146,石垣島出發｜幻影島登陸＆浮潛＋竹富島觀光（含島南部飯店接送及免費照片資料）,36472,16,22.45,,,,
Big3,False,145,釜山通行證 VISIT BUSAN PASS,138477,93,76.19,,,,
春天,False,145,【國旅卡適用】台北 台中｜春天素食｜蔬食饗宴吃到飽,23862,4,50.0,北投溫泉｜北投春天酒店,19029,3,36.36
登富士山,False,145,富士山登山之旅：吉田路線【從新宿出發】,271691,642,66.67,,,,
新旺,False,145,新北鶯歌｜新旺集瓷陶藝教室｜手拉坯・手捏陶・貼花教學,18731,6,61.76,,,,
名古屋合掌村,False,144,【限量促銷】黑部立山雪牆絕景二日遊｜立山黑部阿爾卑斯山路線大雪谷＆上高地＆白川鄉合掌村＆飛騨高山古街＆金澤兼六園＆東茶屋街｜日本名古屋出發（含立山黑部六種交通工具票券）,573405,211,16.67,【1人成團】日本白川鄉合掌村一日遊｜可選直達展望台＋飛驒高山老街巡禮｜名古屋出發,526215,124,55.56
Sea life,False,144,SEA LIFE COEX 首爾水族館門票,14947,3,21.88,,,,
富士山二日,False,144,關東富士山兩日遊｜富士山五合目or新倉山淺間公園＆河口湖＆大湧谷＆蘆之湖＆湖上鳥居＆大室山＆鎌倉江之電＆修善寺溫泉街｜包含百年溫泉酒店住宿｜東京出發,146954,190,40.0,,,,
公主號,False,143,【泰國】昭披耶公主號郵輪自助晚餐｜Chao Phraya Princess River Cruise,2567,183,69.09,,,,
Vodafone,False,143,【60% OFF】歐洲網卡｜Vodafone 歐洲多國上網SIM卡｜台港澳寄送、機場領取,6051,15,32.43,【優惠 5折】歐洲 42 國eSIM Vodafone / Orange / Telefonica O2 / EE,120977,3,41.86
藍白,False,143,藍白航線｜小琉球船票｜屏東東港漁港 - 小琉球來回船票,123925,9,81.25,,,,
新穗,False,143,日本岐阜新穗高高空纜車,260212,38,66.67,,,,
週遊,False,143,大阪周遊卡一日券・二日券 OSAKA AMAZING PASS 電子票,12156,14,31.82,關西樂享周遊券 Have Fun in Kansai 1 Week Free Pass,131268,3,28.57
bangkok,False,143,泰國曼谷三頭象神博物館＆暹羅古城 76 府套票,11875,3,0.0,,,,
Visit,False,143,釜山通行證 VISIT BUSAN PASS,138477,19,55.56,,,,
Skyline luge,False,142,釜山斜坡滑車門票,152412,16,70.0,,,,
Lets relax,False,142,曼谷｜Let's Relax 按摩體驗憑證,9024,15,65.45,,,,
朱銘,True,142,新北金山朱銘美術館門票,30550,26,88.0,,,,
disney,False,142,東京利木津巴士｜羽田機場 (HND)・成田機場 (NRT) 至東京市區・迪士尼｜接送車票,18551,11,14.29,東京迪士尼樂園 & 東京迪士尼海洋門票,19252,6,52.0
雲霧林,False,142,新加坡濱海灣花園門票,3158,24,79.03,,,,
展,False,141,消失的法老 古夫金字塔 VR 沉浸體驗,549777,1,5.56,,,,
吉伊卡,False,141,東京吉伊卡哇樂園 Chiikawa Park,564564,1,41.67,【KKday獨家】香港 Chiikawa Ramen Buta (吉伊卡哇) 拉麵｜預約證含飲品券｜預約即送香港限定角色卡｜旺角朗豪坊,527375,1,0.0
樂天塔,False,141,甘城學校蠶室本部製服出租（基本套組）,123181,5,4.11,,,,
富田,False,141,北海道富良野＆美瑛一日遊｜富田農場薰衣草・青池・四季彩之丘｜可選哈密瓜吃到飽・札幌出發,11364,53,15.0,,,,
Yacht Holic,False,140,釜山遊艇體驗｜廣安里 海雲台 共乘遊艇｜Yacht Holic,134684,59,65.59,,,,
老虎,False,140,泰國芭達雅老虎園門票,132684,4,69.57,,,,
茹曦,False,140,台北茹曦酒店｜SUNNY BUFFET｜自助餐,34969,57,81.48,,,,
fun,False,139,沖繩 Fun Pass｜美麗海水族館＋任選組合優惠套票｜Okinawa FunPass,285076,3,33.33,,,,
享沐,False,139,【83折】苗栗溫泉｜享沐時光莊園渡假酒店｜溫泉泡湯券,152171,2,35.48,,,,
侏羅紀,False,138,曼谷侏羅紀世界沉浸式體驗展門票,528166,14,67.86,,,,
朱家角,False,138,中國上海包車｜朱家角古鎮｜古鎮+（上海影視樂園/廣富林/市區2個點任選）一日包車｜自由行專車服務,156092,21,36.17,,,,
凱菲屋,False,138,台北君悅酒店｜凱菲屋｜自助餐,156067,8,69.23,,,,
米拉,False,137,米拉之家 - 米拉之家門票 |巴塞隆納,129595,31,47.06,,,,
蒂阿瑙,False,137,米爾福德峽灣遊船與巴士一日遊｜皇后鎮或蒂阿瑙出發｜紐西蘭,265849,27,23.08,,,,
Sapa,False,136,越南沙壩太陽世界番西邦峰傳奇纜車票,36100,4,38.89,,,,
松菸,False,136,消失的法老 古夫金字塔 VR 沉浸體驗,549777,14,51.11,,,,
道頓,False,136,【1人成團】日本京都天橋立一日遊｜伊根灣遊船・伊根舟屋/美山茅草屋之里｜伊根灣遊船・可選鮑魚或半蟹海鮮鍋｜大阪難波／京都出發,155289,43,0.0,,,,
Kidzania,False,136,[首爾] 好孩子的國度KidZania工作體驗主題樂園優惠票,21533,6,23.53,KidZania 福岡門票,279416,3,29.03
JRpass,False,136,JR PASS 東日本鐵路周遊券,6681,8,19.35,,,,
水美,False,136,台北北投｜水美溫泉會館｜客房泡湯・大眾湯・雙人湯屋・SPA 體驗,23529,11,72.22,,,,
Skyliner京成電鐵車票,False,136,【機場市區交通】京成 Skyliner（單程）,7913,5,58.46,,,,
龍蝦島,False,135,澎湖東海跳島一日遊 | 龍蝦島之旅 | 澎澎灘 & 烤野生石蚵 & 捕龍蝦體驗 & SUP,115506,16,44.74,,,,
科茲窩,False,135,中文團|英國鄉村科茲窩一日遊or科茨沃爾德+牛津+克拉克森農場+比斯特|世界最美小鎮|親子遊|父母託管（雙線可選）,525974,134,58.73,科茲窩＆布倫海姆宮（丘吉爾莊園）一日遊｜中文團｜含花園門票｜倫敦出發｜送布倫海姆宮花園門票｜打卡哈利波特＆唐頓莊園取景地,578345,47,32.56
捷絲旅,False,135,捷絲旅臺大尊賢館,304912,8,33.33,,,,
越式,False,134,台北按摩｜Hama Hair SPA｜台北東區按摩頭療｜越式洗髮｜熱石SPA｜夜間洗髮,210456,42,28.57,台北西門按摩｜越式洗髮｜一站式美容體驗｜IM Beauty Salon,266847,11,31.25
悠活,False,134,【KKday 獨家・會員再享9折優惠】屏東住宿｜墾丁悠活渡假村｜寵物友善,118135,11,71.43,,,,
big 5,False,134,釜山通行證 VISIT BUSAN PASS,138477,11,47.83,,,,
張美,False,134,宜蘭張美阿嬤農場門票｜創始園區,135544,6,71.43,,,,
Singapore,False,134,新加坡環球影城門票,2312,5,25.0,【50% OFF】新加坡 eSIM｜Singtel,121061,2,11.11
Olive young,False,134,OLIVE YOUNG 手機電子優惠券,570947,23,80.39,,,,
HK,False,134,香港機場快綫車票優惠（電子票）｜Hong Kong Airport Express,2425,1,28.57,,,,
越式洗髮,False,134,台北越式洗髮｜身體按摩SPA｜V Sense Spa & Lounge｜近大安站、忠孝復興,263313,16,26.67,台北西門町｜正宗越式洗髮 SPA 享靜越式洗髮,263260,9,25.0
鳳凰,False,133,【國旅卡適用】台中鳳凰酒店餐券｜鳳凰食號｜自助餐,129680,5,58.33,,,,
天狗山,False,133,北海道秘境積丹一日遊｜積丹神威岬・余市威士忌酒廠・情書拍攝地「小樽天狗山」・果園採果・海鮮午餐｜景點門票費用包含（札幌出發）,142191,35,2.63,北海道小樽天狗山纜車預售票,125844,11,70.0
Arte museum,False,132,釜山藝術博物館優惠門票,184194,26,62.86,韓國濟州｜ARTE MUSEUM 多媒體藝術博物館門票,103871,2,39.13
阪神虎,False,132,日本兵庫｜甲子園歷史館入館券（可加購阪神虎比賽門票）,187357,1,70.0,,,,
xpar,False,132,桃園Xpark水族館門票,101517,2,100.0,,,,
鬼怒川,False,132,日光/鬼怒川旅遊設施通用優惠券（日本栃木縣日光市，門票）,573404,20,25.71,,,,
Baby shark,False,132,臺北市展覽｜Baby Shark 守護海洋大冒險,573722,15,88.24,Baby Shark 守護海洋大冒險｜高雄站,581889,2,25.0
日月潭遊湖船票,False,132,【比現場買還划算】日月潭遊湖船票一日券,4018,2,60.0,,,,
seoul,False,132,首爾樂天世界門票,2948,2,13.33,,,,
名古屋一日,False,132,【1人成團】日本白川鄉合掌村一日遊｜可選直達展望台＋飛驒高山老街巡禮｜名古屋出發,526215,24,40.0,,,,
康橋,False,132,康橋商旅-三多商圈館,305977,8,14.29,,,,
i ride,False,132,高雄 i-Ride KAOHSIUNG 飛行劇院體驗門票,29872,8,46.15,,,,
通天,False,131,大阪通天閣門票,174504,2,70.0,,,,
網路分享器,False,131,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,1,0.0,,,,
富岡漁港,False,131,綠島船票｜台東富岡漁港 - 綠島來回船票,115576,90,27.5,蘭嶼來回船票｜台東富岡漁港・墾丁後壁湖出發,21686,9,8.33
Wifi分享器,False,131,【日本WiFi機租借】4G高速上網＋無限流量吃到飽（台灣本島宅配・免運費）,11157,9,46.15,,,,
Zipline,False,131,【泰國】清邁天際線探險叢林飛索體驗,1665,25,20.0,,,,
悉尼,False,131,澳洲雪梨塔旋轉餐廳訂位 | 自助餐 Skyfeast,6094,27,5.88,雪梨賞鯨探險遊輪（環形碼頭出發）| 雪梨,183249,18,33.33
LG,False,130,韓國 LG U+ 4G/5G 無限流量 eSIM｜提供韓國號碼(010) 進行通話/簡訊方案｜支援ChatGPT,116704,8,61.11,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,2,21.05
东京,False,130,【東京富士山一日遊】河口湖・富岳風穴・鳴沢冰穴・忍野八海（保證有位）,12319,13,22.22,【機場市區交通】京成 Skyliner（單程）,7913,5,8.33
十二,False,129,【國旅卡適用】台北喜來登大飯店｜十二廚｜自助餐,34984,21,56.25,,,,
Uni beach,False,129,IB [沖繩/宮古島] 搭乘遊船前往 [Uni Beach]，體驗 1 億像素無人機空拍！從碼頭出發，途經伊良部大橋，享受一段短暫的巡航之旅。免費無人機攝影。,551659,47,65.91,,,,
陽光,False,129,池袋陽光水族館門票・陽光60瞭望台展望公園,166262,10,42.86,,,,
山茶花號,False,128,「新山茶花號」Camellia Line 博多港 ↔ 釜山港｜往返渡輪,138770,55,80.0,,,,
彩匯,False,128,台北美福大飯店｜彩匯餐廳｜自助餐,547741,21,79.59,,,,
坡州,False,128,DMZ 非軍事區之旅｜共同警備區博物館、都羅展望台、第三隧道｜首爾出發,144143,11,6.25,坡州奧特萊斯往返首爾班車,573757,1,41.67
桂河大橋,False,128,北碧府桂河一日遊,20828,23,46.15,,,,
奧入瀨溪流,False,128,星野集團｜奧入瀨溪流飯店 Oirase Keiryu Hotel,527459,24,21.21,,,,
富國大世界,False,128,【越南】富國島｜富國大世界GRAND WORLD門票,119144,7,75.51,,,,
動物王國,False,127,日本神戶動物王國門票,161046,3,32.43,沖繩兒童王國門票,573966,2,37.04
南韓,False,127,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,2,40.0,【교통패스】 한국 공항철도 AREX 편도 티켓,2878,1,50.0
Churasun6,False,126,Churasun 6 沖繩 ( ちゅらさん 6 ) 表演觀賞門票預約 ( 沖繩 那霸・表演 ),181495,88,82.26,,,,
高陽,False,126,韓國汗蒸幕體驗－AQUAFIELD 入場券（首爾河南・高陽・安城）,138205,8,50.0,,,,
澀谷 sky,False,126,澀谷SHIBUYA SKY展望台門票,133300,2,60.56,,,,
澀谷塔,False,125,澀谷SHIBUYA SKY展望台門票,133300,2,64.41,,,,
Chura,False,125,Churasun 6 沖繩 ( ちゅらさん 6 ) 表演觀賞門票預約 ( 沖繩 那霸・表演 ),181495,6,73.33,,,,
hong kong,False,125,香港 JOYPOLIS SPORTS（JP超動感世界）門票,262230,8,33.33,,,,
伊根灣,False,125,伊根灣巡迴遊覽船預售票（京都府伊根町）｜最高優惠100日圓,138585,1,33.33,,,,
榮耀,False,125,MSC Bellissima 地中海郵輪榮耀號｜最高第2人半價｜最高早鳥優惠6000,150465,110,44.44,,,,
新濠影滙,False,124,澳門新濠影滙水上樂園 Water Park｜Studio City,118248,12,23.33,,,,
1折,False,124,【5折優惠】日本eSIM｜5G網路 1-30天｜Softbank & DOCOMO 雙網保證 | 支援ChatGPT/Gemini/TikTok,263150,4,33.33,,,,
君品,False,124,【64折起優惠｜國旅卡適用】台北君品酒店餐券｜茶苑,23298,1,26.92,,,,
萬神殿,False,123,萬神殿免排隊票及語音導覽,176081,5,58.0,,,,
小精靈,False,123,嘉義藝術節一日遊｜台北・桃園・台中出發,154221,7,84.85,,,,
Kaba,False,123,【KABA體驗】東京富士山河口湖/山中湖河馬巴士體驗/雙湖騎行/溫泉拼車一日遊·大石公園+日川時計店+忍野八海+|中英文司導|東京出發,548079,182,53.57,,,,
山茶,False,123,「新山茶花號」Camellia Line 博多港 ↔ 釜山港｜往返渡輪,138770,32,84.21,【濟州外拍私房景點】山茶花之丘(Camellia Hill)門票,13862,4,50.0
東石,False,123,嘉義｜東石漁人碼頭·海上煙火秀一日遊｜台中出發｜2026東石海之夏,581668,3,62.5,,,,
